Timestamp,Game ID:,Match Date:,Match Type:,1st Place (Player ID):,1st Place (Corp):,1st Place (Score):,2nd Place (Player ID):,2nd Place (Corp):,2nd Place (Score):,3rd Place (Player ID):,3rd Place (Corp):,3rd Place (Score):,(*For Ties Only*) 1st Place (MC):,(*For Ties Only*) 2nd Place (MC):,(*For Ties Only*) 3rd Place (MC):,Video:,Discord Post:
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
,,,,,,,,,,,,,,,,,"1st -  ( VP, ) // 2nd -  ( VP, ) // 3rd -  ( VP, )"
